# Force and moment coefficients
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# sideDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# rollAxis    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# yawAxis     : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 2.000000e+01
# lRef        : 1.420000e+00
# Aref        : 7.500000e-01
# CofR        : (7.200000e-01 0.000000e+00 0.000000e+00)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
134           	4.198717e-01	1.984551e-01	2.214166e-01	6.617807e-02	1.926739e-01	-1.264959e-01	1.595849e-01	-1.148077e-02	8.424565e-03	1.153335e-02	1.419124e-02	-2.657890e-03
135           	4.199249e-01	1.985814e-01	2.213435e-01	6.617552e-02	1.926880e-01	-1.265125e-01	1.596002e-01	-1.138102e-02	8.365413e-03	1.139412e-02	1.406247e-02	-2.668353e-03
136           	4.200171e-01	1.987658e-01	2.212513e-01	6.619414e-02	1.927388e-01	-1.265447e-01	1.596417e-01	-1.124273e-02	8.272773e-03	1.118512e-02	1.386533e-02	-2.680214e-03
137           	4.200811e-01	1.989220e-01	2.211591e-01	6.619778e-02	1.927509e-01	-1.265532e-01	1.596520e-01	-1.111858e-02	8.158843e-03	1.102092e-02	1.366930e-02	-2.648381e-03
138           	4.201395e-01	1.990726e-01	2.210669e-01	6.621714e-02	1.927976e-01	-1.265804e-01	1.596890e-01	-1.099713e-02	8.061996e-03	1.085321e-02	1.348860e-02	-2.635390e-03
139           	4.201578e-01	1.991490e-01	2.210088e-01	6.618745e-02	1.927898e-01	-1.266024e-01	1.596961e-01	-1.092990e-02	7.975951e-03	1.081929e-02	1.338560e-02	-2.566306e-03
140           	4.201539e-01	1.991813e-01	2.209726e-01	6.612746e-02	1.927707e-01	-1.266433e-01	1.597070e-01	-1.089563e-02	7.919165e-03	1.086391e-02	1.335112e-02	-2.487210e-03
141           	4.201071e-01	1.991520e-01	2.209551e-01	6.603738e-02	1.927009e-01	-1.266635e-01	1.596822e-01	-1.090158e-02	7.906157e-03	1.099085e-02	1.340158e-02	-2.410733e-03
142           	4.200254e-01	1.990764e-01	2.209490e-01	6.591621e-02	1.926177e-01	-1.267015e-01	1.596596e-01	-1.093630e-02	7.913647e-03	1.118211e-02	1.350470e-02	-2.322595e-03
143           	4.199308e-01	1.989590e-01	2.209719e-01	6.580012e-02	1.925189e-01	-1.267188e-01	1.596189e-01	-1.100645e-02	7.960480e-03	1.144691e-02	1.368394e-02	-2.237024e-03
144           	4.198070e-01	1.988516e-01	2.209554e-01	6.568935e-02	1.924040e-01	-1.267147e-01	1.595593e-01	-1.105193e-02	7.994900e-03	1.163745e-02	1.381362e-02	-2.176176e-03
145           	4.196589e-01	1.987222e-01	2.209367e-01	6.559060e-02	1.922681e-01	-1.266775e-01	1.594728e-01	-1.110728e-02	8.045859e-03	1.186331e-02	1.397751e-02	-2.114204e-03
146           	4.195128e-01	1.986355e-01	2.208773e-01	6.549691e-02	1.921435e-01	-1.266466e-01	1.593950e-01	-1.112091e-02	8.082312e-03	1.197090e-02	1.406776e-02	-2.096863e-03
147           	4.194000e-01	1.985850e-01	2.208150e-01	6.546515e-02	1.920610e-01	-1.265958e-01	1.593284e-01	-1.111496e-02	8.101456e-03	1.202428e-02	1.411359e-02	-2.089317e-03
148           	4.192666e-01	1.985683e-01	2.206983e-01	6.541764e-02	1.919612e-01	-1.265436e-01	1.592524e-01	-1.106497e-02	8.111656e-03	1.197243e-02	1.409787e-02	-2.125439e-03
149           	4.191472e-01	1.985651e-01	2.205821e-01	6.542955e-02	1.919035e-01	-1.264739e-01	1.591887e-01	-1.100852e-02	8.112833e-03	1.190648e-02	1.406607e-02	-2.159594e-03
150           	4.190566e-01	1.985839e-01	2.204727e-01	6.543189e-02	1.918760e-01	-1.264441e-01	1.591600e-01	-1.094440e-02	8.129887e-03	1.180330e-02	1.403154e-02	-2.228238e-03
151           	4.189638e-01	1.985735e-01	2.203903e-01	6.542774e-02	1.918377e-01	-1.264100e-01	1.591238e-01	-1.090839e-02	8.150565e-03	1.176204e-02	1.403159e-02	-2.269543e-03
152           	4.188617e-01	1.985377e-01	2.203240e-01	6.537332e-02	1.917820e-01	-1.264087e-01	1.590953e-01	-1.089316e-02	8.190630e-03	1.176184e-02	1.407155e-02	-2.309712e-03
153           	4.187346e-01	1.984597e-01	2.202748e-01	6.532352e-02	1.917198e-01	-1.263962e-01	1.590580e-01	-1.090755e-02	8.258644e-03	1.182458e-02	1.417093e-02	-2.346355e-03
154           	4.186307e-01	1.983649e-01	2.202658e-01	6.523121e-02	1.916533e-01	-1.264221e-01	1.590377e-01	-1.095044e-02	8.342924e-03	1.195033e-02	1.431809e-02	-2.367759e-03
155           	4.184974e-01	1.982159e-01	2.202814e-01	6.507870e-02	1.915229e-01	-1.264442e-01	1.589835e-01	-1.103276e-02	8.441890e-03	1.216315e-02	1.452347e-02	-2.360312e-03
156           	4.184009e-01	1.980747e-01	2.203261e-01	6.493961e-02	1.914380e-01	-1.264984e-01	1.589682e-01	-1.112571e-02	8.552401e-03	1.238124e-02	1.474302e-02	-2.361779e-03
157           	4.182790e-01	1.979016e-01	2.203774e-01	6.475894e-02	1.912993e-01	-1.265403e-01	1.589198e-01	-1.123791e-02	8.645202e-03	1.263489e-02	1.496265e-02	-2.327759e-03
158           	4.182043e-01	1.977608e-01	2.204434e-01	6.459908e-02	1.911979e-01	-1.265988e-01	1.588983e-01	-1.134129e-02	8.705245e-03	1.286473e-02	1.513761e-02	-2.272879e-03
159           	4.180868e-01	1.976210e-01	2.204657e-01	6.441907e-02	1.910536e-01	-1.266345e-01	1.588441e-01	-1.142235e-02	8.735052e-03	1.305174e-02	1.526092e-02	-2.209182e-03
160           	4.180356e-01	1.975224e-01	2.205131e-01	6.436155e-02	1.910149e-01	-1.266534e-01	1.588342e-01	-1.149536e-02	8.737643e-03	1.321091e-02	1.534310e-02	-2.132187e-03
161           	4.179885e-01	1.974260e-01	2.205625e-01	6.422201e-02	1.909312e-01	-1.267092e-01	1.588202e-01	-1.156828e-02	8.697017e-03	1.338972e-02	1.539188e-02	-2.002158e-03
162           	4.179720e-01	1.973668e-01	2.206052e-01	6.413428e-02	1.909112e-01	-1.267769e-01	1.588440e-01	-1.161922e-02	8.654619e-03	1.350180e-02	1.540552e-02	-1.903716e-03
163           	4.179297e-01	1.972845e-01	2.206451e-01	6.401364e-02	1.908430e-01	-1.268294e-01	1.588362e-01	-1.168030e-02	8.578008e-03	1.366156e-02	1.540879e-02	-1.747230e-03
164           	4.179274e-01	1.972219e-01	2.207055e-01	6.397359e-02	1.908604e-01	-1.268868e-01	1.588736e-01	-1.174179e-02	8.529861e-03	1.380422e-02	1.543197e-02	-1.627749e-03
165           	4.178899e-01	1.971215e-01	2.207685e-01	6.386570e-02	1.908117e-01	-1.269460e-01	1.588789e-01	-1.182348e-02	8.481267e-03	1.400657e-02	1.548455e-02	-1.477984e-03
166           	4.178624e-01	1.970107e-01	2.208517e-01	6.383347e-02	1.908212e-01	-1.269878e-01	1.589045e-01	-1.192050e-02	8.467740e-03	1.422757e-02	1.558153e-02	-1.353955e-03
167           	4.177864e-01	1.968511e-01	2.209353e-01	6.373687e-02	1.907592e-01	-1.270223e-01	1.588908e-01	-1.204210e-02	8.446300e-03	1.452726e-02	1.570993e-02	-1.182668e-03
168           	4.177464e-01	1.967221e-01	2.210243e-01	6.370502e-02	1.907636e-01	-1.270586e-01	1.589111e-01	-1.215106e-02	8.461189e-03	1.477267e-02	1.584753e-02	-1.074852e-03
169           	4.176686e-01	1.965551e-01	2.211135e-01	6.362264e-02	1.906963e-01	-1.270736e-01	1.588849e-01	-1.227923e-02	8.460815e-03	1.507979e-02	1.600071e-02	-9.209182e-04
170           	4.175971e-01	1.963996e-01	2.211975e-01	6.358437e-02	1.906652e-01	-1.270809e-01	1.588731e-01	-1.239897e-02	8.482037e-03	1.534732e-02	1.615570e-02	-8.083766e-04
171           	4.174976e-01	1.962547e-01	2.212429e-01	6.356821e-02	1.906096e-01	-1.270414e-01	1.588255e-01	-1.249407e-02	8.485120e-03	1.557069e-02	1.627046e-02	-6.997761e-04
172           	4.174823e-01	1.961691e-01	2.213132e-01	6.359917e-02	1.906263e-01	-1.270271e-01	1.588267e-01	-1.257206e-02	8.481536e-03	1.573481e-02	1.634894e-02	-6.141303e-04
173           	4.174040e-01	1.960701e-01	2.213339e-01	6.362027e-02	1.905860e-01	-1.269657e-01	1.587759e-01	-1.263192e-02	8.462243e-03	1.586978e-02	1.639713e-02	-5.273533e-04
174           	4.174167e-01	1.960330e-01	2.213837e-01	6.370470e-02	1.906391e-01	-1.269344e-01	1.587868e-01	-1.267532e-02	8.443030e-03	1.594693e-02	1.641650e-02	-4.695636e-04
175           	4.174015e-01	1.960004e-01	2.214010e-01	6.379207e-02	1.906719e-01	-1.268798e-01	1.587758e-01	-1.270030e-02	8.422410e-03	1.600588e-02	1.642535e-02	-4.194685e-04
176           	4.174478e-01	1.960012e-01	2.214466e-01	6.388003e-02	1.907397e-01	-1.268597e-01	1.587997e-01	-1.272271e-02	8.418244e-03	1.605226e-02	1.644437e-02	-3.921167e-04
177           	4.174227e-01	1.959617e-01	2.214610e-01	6.395244e-02	1.907538e-01	-1.268013e-01	1.587776e-01	-1.274963e-02	8.427459e-03	1.612258e-02	1.648875e-02	-3.661666e-04
178           	4.174599e-01	1.959346e-01	2.215253e-01	6.405748e-02	1.908362e-01	-1.267788e-01	1.588075e-01	-1.279537e-02	8.460549e-03	1.621801e-02	1.656956e-02	-3.515420e-04
179           	4.174454e-01	1.958696e-01	2.215758e-01	6.409834e-02	1.908484e-01	-1.267501e-01	1.587992e-01	-1.285312e-02	8.499223e-03	1.635296e-02	1.667570e-02	-3.227423e-04
180           	4.174448e-01	1.957794e-01	2.216654e-01	6.415641e-02	1.908733e-01	-1.267169e-01	1.587951e-01	-1.294296e-02	8.575418e-03	1.654414e-02	1.684749e-02	-3.033460e-04
181           	4.173660e-01	1.956628e-01	2.217032e-01	6.416714e-02	1.908174e-01	-1.266503e-01	1.587338e-01	-1.302018e-02	8.637547e-03	1.672025e-02	1.699767e-02	-2.774197e-04
182           	4.173162e-01	1.955466e-01	2.217696e-01	6.425396e-02	1.908293e-01	-1.265753e-01	1.587023e-01	-1.311149e-02	8.709840e-03	1.691689e-02	1.716829e-02	-2.513925e-04
183           	4.172357e-01	1.954242e-01	2.218116e-01	6.427937e-02	1.907750e-01	-1.264956e-01	1.586353e-01	-1.319369e-02	8.763861e-03	1.709801e-02	1.731287e-02	-2.148543e-04
184           	4.171819e-01	1.953295e-01	2.218524e-01	6.431546e-02	1.907410e-01	-1.264255e-01	1.585832e-01	-1.326143e-02	8.806288e-03	1.723491e-02	1.742374e-02	-1.888309e-04
185           	4.171168e-01	1.952296e-01	2.218872e-01	6.433327e-02	1.906758e-01	-1.263425e-01	1.585092e-01	-1.332880e-02	8.813654e-03	1.738727e-02	1.750729e-02	-1.200193e-04
186           	4.170716e-01	1.951764e-01	2.218952e-01	6.439332e-02	1.906595e-01	-1.262662e-01	1.584628e-01	-1.335943e-02	8.824762e-03	1.745153e-02	1.755053e-02	-9.899941e-05
187           	4.170130e-01	1.951030e-01	2.219101e-01	6.442437e-02	1.906106e-01	-1.261862e-01	1.583984e-01	-1.340353e-02	8.787548e-03	1.756392e-02	1.756951e-02	-5.589507e-06
188           	4.169966e-01	1.950709e-01	2.219257e-01	6.445526e-02	1.906005e-01	-1.261452e-01	1.583728e-01	-1.342738e-02	8.765196e-03	1.762585e-02	1.757812e-02	4.772928e-05
189           	4.169431e-01	1.950043e-01	2.219387e-01	6.447168e-02	1.905661e-01	-1.260944e-01	1.583303e-01	-1.346722e-02	8.706789e-03	1.775464e-02	1.758411e-02	1.705336e-04
190           	4.169305e-01	1.949589e-01	2.219716e-01	6.445543e-02	1.905433e-01	-1.260879e-01	1.583156e-01	-1.350636e-02	8.672090e-03	1.788562e-02	1.761490e-02	2.707213e-04
191           	4.168693e-01	1.948391e-01	2.220302e-01	6.443755e-02	1.905027e-01	-1.260651e-01	1.582839e-01	-1.359555e-02	8.613832e-03	1.815010e-02	1.768888e-02	4.612202e-04
192           	4.168250e-01	1.947375e-01	2.220875e-01	6.438960e-02	1.904600e-01	-1.260704e-01	1.582652e-01	-1.367501e-02	8.568948e-03	1.838916e-02	1.776353e-02	6.256326e-04
193           	4.167524e-01	1.945908e-01	2.221616e-01	6.434544e-02	1.904102e-01	-1.260648e-01	1.582375e-01	-1.378542e-02	8.509863e-03	1.871018e-02	1.786495e-02	8.452287e-04
194           	4.166800e-01	1.944589e-01	2.222211e-01	6.424403e-02	1.903259e-01	-1.260819e-01	1.582039e-01	-1.388112e-02	8.453522e-03	1.900616e-02	1.795660e-02	1.049556e-03
195           	4.165464e-01	1.942730e-01	2.222734e-01	6.418839e-02	1.902322e-01	-1.260439e-01	1.581381e-01	-1.400024e-02	8.394470e-03	1.934675e-02	1.806785e-02	1.278906e-03
196           	4.164486e-01	1.941483e-01	2.223003e-01	6.413285e-02	1.901671e-01	-1.260343e-01	1.581007e-01	-1.407601e-02	8.329510e-03	1.958692e-02	1.812297e-02	1.463949e-03
197           	4.163639e-01	1.940200e-01	2.223439e-01	6.411143e-02	1.901324e-01	-1.260210e-01	1.580767e-01	-1.416192e-02	8.254829e-03	1.982676e-02	1.816821e-02	1.658551e-03
198           	4.162887e-01	1.939418e-01	2.223469e-01	6.407785e-02	1.900954e-01	-1.260176e-01	1.580565e-01	-1.420258e-02	8.186599e-03	1.996605e-02	1.816962e-02	1.796426e-03
199           	4.161891e-01	1.938559e-01	2.223332e-01	6.410210e-02	1.900681e-01	-1.259660e-01	1.580171e-01	-1.423867e-02	8.106209e-03	2.008194e-02	1.814718e-02	1.934760e-03
200           	4.161049e-01	1.937935e-01	2.223115e-01	6.412960e-02	1.900771e-01	-1.259475e-01	1.580123e-01	-1.425899e-02	8.033749e-03	2.015727e-02	1.811239e-02	2.044888e-03
201           	4.160124e-01	1.937244e-01	2.222880e-01	6.421591e-02	1.901038e-01	-1.258879e-01	1.579959e-01	-1.428177e-02	7.978094e-03	2.023235e-02	1.809427e-02	2.138080e-03
202           	4.159764e-01	1.936832e-01	2.222932e-01	6.424371e-02	1.901447e-01	-1.259009e-01	1.580228e-01	-1.430497e-02	7.942110e-03	2.029473e-02	1.808947e-02	2.205253e-03
203           	4.158768e-01	1.936074e-01	2.222695e-01	6.425942e-02	1.901310e-01	-1.258715e-01	1.580012e-01	-1.433106e-02	7.911332e-03	2.035832e-02	1.809049e-02	2.267828e-03
204           	4.158027e-01	1.935467e-01	2.222559e-01	6.432446e-02	1.901741e-01	-1.258497e-01	1.580119e-01	-1.435461e-02	7.926556e-03	2.039345e-02	1.812328e-02	2.270169e-03
205           	4.157018e-01	1.934613e-01	2.222405e-01	6.434294e-02	1.901575e-01	-1.258146e-01	1.579860e-01	-1.438965e-02	7.940794e-03	2.045310e-02	1.816735e-02	2.285757e-03
206           	4.156430e-01	1.933991e-01	2.222439e-01	6.439922e-02	1.901909e-01	-1.257917e-01	1.579913e-01	-1.442238e-02	7.988569e-03	2.048442e-02	1.823078e-02	2.253641e-03
207           	4.155081e-01	1.933109e-01	2.221973e-01	6.437362e-02	1.901022e-01	-1.257286e-01	1.579154e-01	-1.444321e-02	8.042042e-03	2.048381e-02	1.828395e-02	2.199866e-03
208           	4.154362e-01	1.932775e-01	2.221588e-01	6.443406e-02	1.901025e-01	-1.256685e-01	1.578855e-01	-1.444064e-02	8.091001e-03	2.041816e-02	1.830008e-02	2.118078e-03
209           	4.153285e-01	1.932489e-01	2.220796e-01	6.447266e-02	1.900433e-01	-1.255706e-01	1.578070e-01	-1.441534e-02	8.151236e-03	2.029126e-02	1.829687e-02	1.994396e-03
210           	4.152933e-01	1.932605e-01	2.220328e-01	6.456428e-02	1.900577e-01	-1.254934e-01	1.577755e-01	-1.438614e-02	8.201712e-03	2.014067e-02	1.827205e-02	1.868625e-03
211           	4.152087e-01	1.932929e-01	2.219158e-01	6.461930e-02	1.899895e-01	-1.253702e-01	1.576798e-01	-1.431145e-02	8.255528e-03	1.989302e-02	1.820204e-02	1.690984e-03
212           	4.152051e-01	1.933725e-01	2.218326e-01	6.475199e-02	1.900279e-01	-1.252759e-01	1.576519e-01	-1.423006e-02	8.303544e-03	1.963172e-02	1.811941e-02	1.512317e-03
213           	4.151483e-01	1.934450e-01	2.217033e-01	6.486488e-02	1.900043e-01	-1.251395e-01	1.575719e-01	-1.412916e-02	8.356989e-03	1.931993e-02	1.801696e-02	1.302978e-03
214           	4.151840e-01	1.935514e-01	2.216326e-01	6.499130e-02	1.900496e-01	-1.250583e-01	1.575540e-01	-1.404060e-02	8.409742e-03	1.902156e-02	1.792052e-02	1.101036e-03
215           	4.151479e-01	1.936102e-01	2.215377e-01	6.508322e-02	1.900352e-01	-1.249519e-01	1.574936e-01	-1.396378e-02	8.461221e-03	1.877669e-02	1.784957e-02	9.271235e-04
216           	4.151932e-01	1.937056e-01	2.214876e-01	6.516729e-02	1.900744e-01	-1.249071e-01	1.574907e-01	-1.389102e-02	8.537951e-03	1.852417e-02	1.780004e-02	7.241330e-04
217           	4.151466e-01	1.937391e-01	2.214075e-01	6.520569e-02	1.900196e-01	-1.248139e-01	1.574168e-01	-1.383423e-02	8.597746e-03	1.833868e-02	1.776708e-02	5.715915e-04
218           	4.151770e-01	1.938037e-01	2.213733e-01	6.523710e-02	1.900131e-01	-1.247760e-01	1.573945e-01	-1.378481e-02	8.683313e-03	1.814941e-02	1.775802e-02	3.913935e-04
219           	4.151433e-01	1.938129e-01	2.213303e-01	6.524577e-02	1.899603e-01	-1.247146e-01	1.573375e-01	-1.375869e-02	8.748221e-03	1.802479e-02	1.776062e-02	2.641745e-04
220           	4.151753e-01	1.938753e-01	2.213000e-01	6.524974e-02	1.899387e-01	-1.246889e-01	1.573138e-01	-1.371232e-02	8.829736e-03	1.785549e-02	1.775748e-02	9.800959e-05
221           	4.151394e-01	1.938982e-01	2.212412e-01	6.522666e-02	1.898470e-01	-1.246203e-01	1.572337e-01	-1.367150e-02	8.885292e-03	1.772152e-02	1.774605e-02	-2.453024e-05
222           	4.151689e-01	1.939600e-01	2.212089e-01	6.524814e-02	1.898301e-01	-1.245820e-01	1.572061e-01	-1.362444e-02	8.946033e-03	1.755980e-02	1.772593e-02	-1.661336e-04
223           	4.151843e-01	1.940128e-01	2.211715e-01	6.522886e-02	1.897763e-01	-1.245474e-01	1.571618e-01	-1.357934e-02	8.966895e-03	1.742062e-02	1.767721e-02	-2.565837e-04
224           	4.152752e-01	1.941175e-01	2.211577e-01	6.523621e-02	1.897798e-01	-1.245436e-01	1.571617e-01	-1.352010e-02	8.988942e-03	1.724412e-02	1.761100e-02	-3.668800e-04
225           	4.152888e-01	1.941723e-01	2.211165e-01	6.520795e-02	1.897113e-01	-1.245034e-01	1.571073e-01	-1.347207e-02	9.005227e-03	1.710713e-02	1.755879e-02	-4.516615e-04
226           	4.153892e-01	1.942614e-01	2.211278e-01	6.523710e-02	1.897521e-01	-1.245150e-01	1.571335e-01	-1.343319e-02	9.022806e-03	1.699359e-02	1.751960e-02	-5.260107e-04
227           	4.154257e-01	1.942974e-01	2.211283e-01	6.523375e-02	1.897394e-01	-1.245057e-01	1.571225e-01	-1.341547e-02	9.040359e-03	1.693236e-02	1.750654e-02	-5.741803e-04
228           	4.155050e-01	1.943472e-01	2.211578e-01	6.521204e-02	1.897523e-01	-1.245403e-01	1.571463e-01	-1.340534e-02	9.071080e-03	1.688661e-02	1.751438e-02	-6.277775e-04
229           	4.155192e-01	1.943433e-01	2.211759e-01	6.515599e-02	1.897011e-01	-1.245451e-01	1.571231e-01	-1.341631e-02	9.112265e-03	1.690698e-02	1.756575e-02	-6.587767e-04
230           	4.155672e-01	1.943430e-01	2.212242e-01	6.515582e-02	1.897221e-01	-1.245663e-01	1.571442e-01	-1.344057e-02	9.163246e-03	1.696848e-02	1.764748e-02	-6.790064e-04
231           	4.155890e-01	1.942993e-01	2.212897e-01	6.509797e-02	1.896901e-01	-1.245922e-01	1.571412e-01	-1.349522e-02	9.204042e-03	1.710184e-02	1.775496e-02	-6.531208e-04
232           	4.156241e-01	1.942790e-01	2.213451e-01	6.505407e-02	1.896673e-01	-1.246133e-01	1.571403e-01	-1.353308e-02	9.256183e-03	1.719067e-02	1.785152e-02	-6.608472e-04
233           	4.156391e-01	1.942429e-01	2.213961e-01	6.498882e-02	1.896145e-01	-1.246256e-01	1.571200e-01	-1.357660e-02	9.282330e-03	1.730808e-02	1.793637e-02	-6.282906e-04
234           	4.157008e-01	1.942425e-01	2.214583e-01	6.498440e-02	1.896331e-01	-1.246487e-01	1.571409e-01	-1.360790e-02	9.308164e-03	1.739316e-02	1.800474e-02	-6.115858e-04
235           	4.157252e-01	1.942194e-01	2.215058e-01	6.496484e-02	1.896083e-01	-1.246434e-01	1.571258e-01	-1.364321e-02	9.300790e-03	1.750078e-02	1.805118e-02	-5.504019e-04
236           	4.158287e-01	1.942384e-01	2.215903e-01	6.496359e-02	1.896406e-01	-1.246770e-01	1.571588e-01	-1.367593e-02	9.298708e-03	1.758927e-02	1.809334e-02	-5.040727e-04
237           	4.158786e-01	1.942413e-01	2.216374e-01	6.496192e-02	1.896376e-01	-1.246757e-01	1.571566e-01	-1.369805e-02	9.275023e-03	1.766515e-02	1.810760e-02	-4.424474e-04
238           	4.159790e-01	1.942719e-01	2.217072e-01	6.497671e-02	1.896914e-01	-1.247147e-01	1.572030e-01	-1.371766e-02	9.249217e-03	1.774755e-02	1.812299e-02	-3.754425e-04
239           	4.160345e-01	1.942658e-01	2.217687e-01	6.497174e-02	1.897028e-01	-1.247310e-01	1.572169e-01	-1.375147e-02	9.211727e-03	1.787136e-02	1.814741e-02	-2.760486e-04
240           	4.161004e-01	1.942520e-01	2.218484e-01	6.495465e-02	1.897219e-01	-1.247673e-01	1.572446e-01	-1.379824e-02	9.186881e-03	1.803369e-02	1.820373e-02	-1.700360e-04
241           	4.161369e-01	1.942152e-01	2.219216e-01	6.491371e-02	1.897220e-01	-1.248083e-01	1.572651e-01	-1.385319e-02	9.167483e-03	1.822475e-02	1.827986e-02	-5.510639e-05
242           	4.161729e-01	1.941627e-01	2.220102e-01	6.485767e-02	1.897275e-01	-1.248698e-01	1.572986e-01	-1.392375e-02	9.144296e-03	1.847486e-02	1.838173e-02	9.313352e-05
243           	4.161430e-01	1.940872e-01	2.220558e-01	6.479173e-02	1.896814e-01	-1.248897e-01	1.572856e-01	-1.398431e-02	9.124772e-03	1.871002e-02	1.847978e-02	2.302351e-04
244           	4.161403e-01	1.940004e-01	2.221399e-01	6.471984e-02	1.896596e-01	-1.249397e-01	1.572997e-01	-1.406973e-02	9.086667e-03	1.900736e-02	1.859035e-02	4.170150e-04
245           	4.161025e-01	1.939196e-01	2.221828e-01	6.469247e-02	1.896432e-01	-1.249508e-01	1.572970e-01	-1.413160e-02	9.037438e-03	1.925445e-02	1.866466e-02	5.897845e-04
246           	4.161047e-01	1.938489e-01	2.222558e-01	6.462563e-02	1.896332e-01	-1.250076e-01	1.573204e-01	-1.420346e-02	8.951450e-03	1.954483e-02	1.872387e-02	8.209669e-04
247           	4.160728e-01	1.937866e-01	2.222862e-01	6.461355e-02	1.896214e-01	-1.250078e-01	1.573146e-01	-1.424979e-02	8.851128e-03	1.976988e-02	1.873607e-02	1.033811e-03
248           	4.160465e-01	1.937246e-01	2.223218e-01	6.459314e-02	1.896237e-01	-1.250306e-01	1.573271e-01	-1.429860e-02	8.724538e-03	2.000276e-02	1.872592e-02	1.276844e-03
249           	4.160385e-01	1.936857e-01	2.223527e-01	6.464695e-02	1.896778e-01	-1.250309e-01	1.573544e-01	-1.433349e-02	8.586609e-03	2.018540e-02	1.867931e-02	1.506090e-03
250           	4.160549e-01	1.936499e-01	2.224050e-01	6.462845e-02	1.897193e-01	-1.250908e-01	1.574050e-01	-1.437758e-02	8.452936e-03	2.037945e-02	1.864266e-02	1.736788e-03
251           	4.160493e-01	1.936047e-01	2.224446e-01	6.464137e-02	1.897541e-01	-1.251127e-01	1.574334e-01	-1.441998e-02	8.322845e-03	2.055601e-02	1.860085e-02	1.955161e-03
252           	4.160231e-01	1.935435e-01	2.224797e-01	6.466389e-02	1.898150e-01	-1.251511e-01	1.574830e-01	-1.446809e-02	8.218057e-03	2.073830e-02	1.858721e-02	2.151091e-03
253           	4.159822e-01	1.934649e-01	2.225173e-01	6.468927e-02	1.898676e-01	-1.251784e-01	1.575230e-01	-1.452620e-02	8.125103e-03	2.092726e-02	1.858873e-02	2.338529e-03
254           	4.159400e-01	1.933855e-01	2.225545e-01	6.470246e-02	1.899270e-01	-1.252245e-01	1.575757e-01	-1.458452e-02	8.061562e-03	2.110554e-02	1.861433e-02	2.491206e-03
255           	4.158468e-01	1.932734e-01	2.225734e-01	6.469009e-02	1.899249e-01	-1.252348e-01	1.575798e-01	-1.465002e-02	8.003671e-03	2.131116e-02	1.865925e-02	2.651910e-03
256           	4.157312e-01	1.931621e-01	2.225691e-01	6.472129e-02	1.899534e-01	-1.252321e-01	1.575927e-01	-1.470351e-02	7.982403e-03	2.146540e-02	1.871511e-02	2.750299e-03
257           	4.156156e-01	1.930504e-01	2.225652e-01	6.474337e-02	1.899621e-01	-1.252187e-01	1.575904e-01	-1.475743e-02	7.952344e-03	2.159918e-02	1.875193e-02	2.847244e-03
258           	4.155450e-01	1.929776e-01	2.225674e-01	6.477354e-02	1.899956e-01	-1.252220e-01	1.576088e-01	-1.479489e-02	7.933429e-03	2.167393e-02	1.877040e-02	2.903536e-03
259           	4.154285e-01	1.929070e-01	2.225214e-01	6.479441e-02	1.899676e-01	-1.251732e-01	1.575704e-01	-1.480719e-02	7.911852e-03	2.167611e-02	1.874990e-02	2.926201e-03
260           	4.153895e-01	1.928891e-01	2.225004e-01	6.489079e-02	1.900348e-01	-1.251440e-01	1.575894e-01	-1.480564e-02	7.901266e-03	2.162707e-02	1.871480e-02	2.912268e-03
261           	4.153207e-01	1.928668e-01	2.224538e-01	6.495373e-02	1.900450e-01	-1.250912e-01	1.575681e-01	-1.479350e-02	7.889218e-03	2.153593e-02	1.865718e-02	2.878746e-03
262           	4.153147e-01	1.928756e-01	2.224391e-01	6.505809e-02	1.901244e-01	-1.250663e-01	1.575954e-01	-1.478172e-02	7.883662e-03	2.142768e-02	1.859750e-02	2.830178e-03
263           	4.152835e-01	1.928757e-01	2.224078e-01	6.512487e-02	1.901604e-01	-1.250355e-01	1.575979e-01	-1.476600e-02	7.882869e-03	2.130175e-02	1.853375e-02	2.768007e-03
264           	4.152997e-01	1.928958e-01	2.224039e-01	6.520611e-02	1.902311e-01	-1.250250e-01	1.576280e-01	-1.475403e-02	7.901552e-03	2.119181e-02	1.849746e-02	2.694354e-03
265           	4.152416e-01	1.928877e-01	2.223539e-01	6.523115e-02	1.902236e-01	-1.249924e-01	1.576080e-01	-1.473307e-02	7.938734e-03	2.106656e-02	1.847202e-02	2.594549e-03
266           	4.152236e-01	1.928860e-01	2.223376e-01	6.525768e-02	1.902499e-01	-1.249922e-01	1.576211e-01	-1.472584e-02	8.006021e-03	2.095679e-02	1.848442e-02	2.472374e-03
267           	4.151848e-01	1.928627e-01	2.223220e-01	6.524946e-02	1.902372e-01	-1.249878e-01	1.576125e-01	-1.472965e-02	8.073377e-03	2.088503e-02	1.851589e-02	2.369137e-03
